,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,SUM
having,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
he,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4
head,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hear,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hear'st,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
heart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
heat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
heaven,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3
heavenly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
height,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
heinous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
heir,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
held,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
her,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,6
herald,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
herd,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
here,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
herein,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hideous,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
hides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
highmost,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
him,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
himself,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
his,2,1,1,0,0,0,7,0,1,0,0,0,0,1,0,0,0,2,0,1,16
hold,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
holds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
homage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
honour,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
hours,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
house,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
how,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
hue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
hues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
huge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
husband,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
husbandry,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
if,0,1,2,0,0,2,0,1,1,1,1,0,0,2,0,0,2,0,0,0,13
image,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
in,1,1,2,0,1,2,3,4,5,1,2,2,2,2,5,3,4,2,3,3,48
inconstant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
increase,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
influence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
inward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
is,0,0,3,0,0,1,0,0,1,2,0,0,0,1,0,0,1,1,0,1,11
issue,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
issueless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
it,0,1,0,0,2,2,0,0,3,0,0,0,0,1,0,0,3,0,0,1,13
jaws,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
joy,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
judgement,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
keen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
keep,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
keeps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
kept,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kind,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
kind-hearted,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
know,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
knowledge,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
knows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
largess,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
leads,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lease,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
least,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
leave,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
leaves,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
leaving,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
leese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
left,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
legacy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lend,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lends,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
less,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
let,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4
lets,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
lies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
life,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,5
lifts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
light,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
like,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3
liker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
lines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3
lion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
liquid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
live,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,8
livery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lives,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
living,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
lo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
loan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lodged,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
lofty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
long-lived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
longer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
look,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4
looks,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
lose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
lov'st,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
love,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,0,0,0,2,2,11
loveliness,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lovely,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
luck,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lusty,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
made,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
maiden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
majesty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mak'st,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
make,0,1,0,0,0,2,0,0,0,1,1,2,0,0,0,2,0,0,2,0,11
makeless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
making,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
many,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
mark,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
married,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
master,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
may,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,4
mayst,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
me,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
means,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
meant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
meet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
memory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
men,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6
methinks,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
metre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
middle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
might,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
mightier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
mind,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
minded,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
minutes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
mistress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
moment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
more,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,7
mortal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
most,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,4
mother,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
much,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
murd'rous,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
murderous,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
music,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
must,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
mutual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
my,0,2,0,0,0,0,0,0,0,1,0,0,1,2,1,2,3,0,3,2,17
nature,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,6
ne'er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
neither,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
never,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
never-resting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
new,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
new-appearing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
niggard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
niggarding,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
night,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
no,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,6
none,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
noon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nor,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,7
not,0,0,2,1,1,3,0,2,0,1,2,0,0,2,0,1,1,1,1,1,19
note,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
nothing,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
nought,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
now,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
numbers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
o,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,4
o'er,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
o'er-snowed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
of,0,3,5,2,1,1,0,1,1,2,1,3,2,4,4,3,4,3,0,2,42
offend,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
oft,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
often,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
old,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4
on,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,7
one,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,1,8
only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
or,1,0,1,0,0,1,0,1,0,2,0,0,0,4,0,1,0,2,0,0,13
ordering,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
orient,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ornament,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
others,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
outgoing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
outward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ow'st,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
own,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6
painted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
papers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
parts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
passion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
past,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
pattern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
paws,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
pay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
pencil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
pent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
perceive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
perfection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
perish,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
phoenix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
pilgrimage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pitch,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
place,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
plagues,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
play,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pleasing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
pleasure,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
pluck,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
poet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
pointing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
possessed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
possession,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
posterity,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
praise,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
predict,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
prepare,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
presence,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
presenteth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
prick'd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
prime,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
princes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
print,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
prisoner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
private,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
profitless,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
prognosticate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
proud,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
prove,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
proving,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pupil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
quality,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
question,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
quite,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
ragged,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rain,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
read,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
receiv'st,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
reeleth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
refigured,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
remembered,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
remembrance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
renewest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
repair,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
resembling,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
rhyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
rich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
riper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rolling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
roof,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
rude,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ruinate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
sacred,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sadly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
same,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sap,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
save,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
say,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4
scorned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
scythe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
seal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
seasons',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
secret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
see,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,6
seeking,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
seeming,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
self,2,0,0,4,0,2,0,0,1,3,0,0,2,0,0,2,0,0,0,0,16
self-killed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
self-love,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
self-same,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
self-substantial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
self-willed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
semblance,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
serving,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
shade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
shake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
shall,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,9
shalt,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
shame,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
shape,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
she,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,8
sheaves,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
shifting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
shifts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
shines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
should,1,0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,2,0,0,0,10
shouldst,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4
show,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
